Имя,Фамилия,Год рождения,Рост,Вес
Придурочный,Морозов,1983,2.02884,89.3042
Придурочный,Морозов,1984,2.17703,97.3438
Придурочный,Морозов,1986,1.90202,102.943
Придурочный,Морозов,1987,1.52209,99.4108
Придурочный,Морозов,1987,1.89377,93.1909
Придурочный,Морозов,1988,1.9913,76.4067
Придурочный,Морозов,1989,1.91675,93.2263
Придурочный,Морозов,1989,2.11482,98.4009
Придурочный,Морозов,1993,1.51663,119.68
Придурочный,Морозов,1993,1.58186,109.024
Придурочный,Морозов,1995,1.7826,60.5731
Придурочный,Морозов,1996,1.52926,91.0083
Придурочный,Морозов,1997,1.99085,97.6363
Придурочный,Морозов,1998,1.64573,107.02
Придурочный,Морозов,2004,1.54954,82.064
Придурочный,Морозов,2005,2.0431,79.1996
Придурочный,Морозов,2008,1.51597,109.099
Придурочный,Морозов,2010,1.69742,53.3117
Придурочный,Морозов,2011,1.76378,107.712
Придурочный,Морозов,2013,1.62623,59.8938
Придурочный,Морозов,2013,1.84211,82.2151
Придурочный,Морозов,2014,1.74994,55.8259
Придурочный,Морозов,2015,2.01992,64.8961
Придурочный,Морозов,2016,2.00443,115.826
Придурочный,Морозов,2017,1.95111,95.3991
Придурочный,Морозов,2019,1.9405,93.255
Придурочный,Морозов,2021,1.81407,97.4571
Придурочный,Морозов,2022,2.13513,86.5155
Придурочный,Новиков,1956,1.90792,116.53
Придурочный,Новиков,1958,1.71309,107.474
Придурочный,Новиков,1958,1.97463,60.9398
Придурочный,Новиков,1961,1.80482,64.8448
Придурочный,Новиков,1962,2.1556,114.225
Придурочный,Новиков,1967,1.50787,98.2736
Придурочный,Новиков,1968,1.7341,103.273
Придурочный,Новиков,1969,1.97854,105.307
Придурочный,Новиков,1970,1.84622,81.4148
Придурочный,Новиков,1970,2.07601,86.7513
Придурочный,Новиков,1972,1.57346,96.2978
Придурочный,Новиков,1973,1.98305,84.7526
Придурочный,Новиков,1973,2.00846,84.566
Придурочный,Новиков,1975,1.94761,89.7841
Придурочный,Новиков,1975,1.96268,99.1835
Придурочный,Новиков,1977,1.99051,114.525
Придурочный,Новиков,1977,2.09645,99.5249
Придурочный,Новиков,1978,1.57803,77.0672
Придурочный,Новиков,1979,1.9509,112.41
Придурочный,Новиков,1980,1.66347,59.4561
Придурочный,Новиков,1980,1.66914,85.3372
Придурочный,Новиков,1980,1.83791,66.3253
Придурочный,Новиков,1982,1.94122,93.7343
Придурочный,Новиков,1982,2.13901,95.8816
Придурочный,Новиков,1983,1.81495,74.5745
Придурочный,Новиков,1985,1.91386,115.295
Придурочный,Новиков,1988,1.77951,73.0458
Придурочный,Новиков,1989,1.62438,74.3763
Придурочный,Новиков,1989,2.07768,66.7706
Придурочный,Новиков,1991,1.91316,50.2826
Придурочный,Новиков,1993,1.73488,78.0423
Придурочный,Новиков,1993,2.0017,99.7259
Придурочный,Новиков,1993,2.18465,113.971
Придурочный,Новиков,1995,2.07452,111.102
Придурочный,Новиков,1996,1.66798,55.1215
Придурочный,Новиков,2000,1.79407,105.569
Придурочный,Новиков,2001,2.16032,91.031
Придурочный,Новиков,2002,1.80759,107.737
Придурочный,Новиков,2002,2.17163,68.9066
Придурочный,Новиков,2003,1.60733,84.7463
Придурочный,Новиков,2009,1.88699,60.4207
Придурочный,Новиков,2009,2.12343,59.5674
Придурочный,Новиков,2010,1.56541,104.789
Придурочный,Новиков,2010,1.57865,52.7391
Придурочный,Новиков,2011,2.19753,113.53
Придурочный,Новиков,2016,2.16175,82.5891
Придурочный,Новиков,2017,1.6952,105.773
Придурочный,Новиков,2020,1.66504,67.1987
Придурочный,Новиков,2021,2.09091,112.411
Придурочный,Новиков,2021,2.12249,93.7027
Придурочный,Новиков,2021,2.18674,116.627
Придурочный,Новиков,2022,1.75863,67.9794
Придурочный,Петров,1950,1.89707,100.91
Придурочный,Петров,1950,2.03078,70.5914
Придурочный,Петров,1951,1.64277,69.7385
Придурочный,Петров,1954,1.65355,79.1904
Придурочный,Петров,1956,1.73328,75.392
Придурочный,Петров,1958,2.13599,112.525
Придурочный,Петров,1959,1.56453,51.5145
Придурочный,Петров,1965,1.61317,57.2131
Придурочный,Петров,1965,1.90205,113.963
Придурочный,Петров,1966,1.76815,62.3732
Придурочный,Петров,1966,1.92213,84.2399
Придурочный,Петров,1966,2.00239,63.8745
Придурочный,Петров,1967,1.93664,71.135
Придурочный,Петров,1970,2.0346,101.845
Придурочный,Петров,1972,1.9965,69.895
Придурочный,Петров,1973,1.8114,63.9376
Придурочный,Петров,1973,2.1698,70.7694
Придурочный,Петров,1974,1.94071,77.9479
Придурочный,Петров,1974,2.00561,80.5102
Придурочный,Петров,1976,1.95809,98.9641
Придурочный,Петров,1978,1.72865,71.196
Придурочный,Петров,1978,1.80838,105.901
Придурочный,Петров,1979,2.05656,57.206
Придурочный,Петров,1980,1.97618,81.8308
Придурочный,Петров,1984,2.13675,76.4051
Придурочный,Петров,1987,1.89013,55.1934
Придурочный,Петров,1989,1.99907,69.7119
Придурочный,Петров,1989,2.19004,114.878
Придурочный,Петров,1990,1.58777,57.4953
Придурочный,Петров,1991,2.04383,115.81
Придурочный,Петров,1992,1.79814,78.6507
Придурочный,Петров,1993,1.75657,75.4321
Придурочный,Петров,1995,1.60709,102.875
Придурочный,Петров,1998,2.00781,93.2667
Придурочный,Петров,1999,1.91698,117.23
Придурочный,Петров,2000,1.68986,81.3869
Придурочный,Петров,2002,2.01755,107.527
Придурочный,Петров,2003,2.11371,85.6328
Придурочный,Петров,2004,2.13442,88.2969
Придурочный,Петров,2005,2.15113,51.6544
Придурочный,Петров,2005,2.16382,57.0586
Придурочный,Петров,2006,1.72205,64.5856
Придурочный,Петров,2009,2.14168,62.0528
Придурочный,Петров,2010,1.70858,88.1593
Придурочный,Петров,2011,1.67224,105.815
Придурочный,Петров,2011,2.12885,94.8299
Придурочный,Петров,2015,1.84848,112.645
Придурочный,Петров,2016,1.99816,50.3251
Придурочный,Петров,2020,1.74626,108.002
Придурочный,Петров,2021,1.53764,81.6309
Придурочный,Петров,2021,2.0165,77.4521
Придурочный,Петров,2022,1.79492,85.306
Придурочный,Петров,2023,1.60761,98.5522
Придурочный,Петров,2023,1.67195,111.045
Придурочный,Петров,2023,1.8173,105.491
Придурочный,Петров,2023,2.18718,84.7492
Придурочный,Попов,1951,1.95117,90.1459
Придурочный,Попов,1952,1.89184,92.8961
Придурочный,Попов,1952,2.06409,63.5995
Придурочный,Попов,1955,1.94498,60.8695
Придурочный,Попов,1956,1.83794,69.4999
Придурочный,Попов,1957,1.98804,86.4911
Придурочный,Попов,1959,1.51605,95.3476
Придурочный,Попов,1959,1.56148,77.5857
Придурочный,Попов,1961,2.00259,55.0016
Придурочный,Попов,1964,1.7517,83.5151
Придурочный,Попов,1965,1.53373,102.777
Придурочный,Попов,1966,1.89909,63.0347
Придурочный,Попов,1967,2.163,109.824
Придурочный,Попов,1973,1.60021,90.2481
Придурочный,Попов,1975,2.10527,106.475
Придурочный,Попов,1975,2.14631,96.0472
Придурочный,Попов,1975,2.17368,94.1573
Придурочный,Попов,1975,2.1926,79.1283
Придурочный,Попов,1977,1.6905,106.759
Придурочный,Попов,1980,1.82436,111.974
Придурочный,Попов,1981,1.55071,81.0182
Придурочный,Попов,1983,2.14124,65.2421
Придурочный,Попов,1984,1.61745,86.5454
Придурочный,Попов,1985,1.93909,119.581
Придурочный,Попов,1985,2.10587,97.4181
Придурочный,Попов,1985,2.16845,90.8659
Придурочный,Попов,1988,1.63948,109.398
Придурочный,Попов,1991,1.79437,93.9964
Придурочный,Попов,1993,1.79542,100.699
Придурочный,Попов,1993,2.07472,50.6956
Придурочный,Попов,1994,2.05929,55.7431
Придурочный,Попов,1996,1.67569,116.336
Придурочный,Попов,1996,1.87003,74.997
Придурочный,Попов,1997,1.51819,118.624
Придурочный,Попов,2000,1.6493,50.8337
Придурочный,Попов,2001,2.19014,53.5529
Придурочный,Попов,2002,1.5388,117.185
Придурочный,Попов,2003,2.10366,117.785
Придурочный,Попов,2005,1.87698,103.173
Придурочный,Попов,2006,1.53445,62.5913
Придурочный,Попов,2008,2.10693,67.1988
Придурочный,Попов,2009,1.58403,104.196
Придурочный,Попов,2009,1.66281,100.56
Придурочный,Попов,2010,1.7575,85.9501
Придурочный,Попов,2012,1.55705,56.9854
Придурочный,Попов,2012,1.74244,99.4963
Придурочный,Попов,2012,1.81454,68.9485
Придурочный,Попов,2012,1.8893,81.1788
Придурочный,Попов,2014,1.94572,56.6195
Придурочный,Попов,2015,1.75913,91.3151
Придурочный,Попов,2018,2.17505,99.6606
Придурочный,Попов,2020,2.1288,57.1404
Придурочный,Попов,2021,2.04337,89.1818
Придурочный,Попов,2022,1.76895,103.289
Придурочный,Попов,2023,1.65642,57.1574
Придурочный,Сидоров,1952,1.51654,57.4903
Придурочный,Сидоров,1952,1.63982,61.0611
Придурочный,Сидоров,1953,2.06753,110.285
Придурочный,Сидоров,1954,1.71366,78.9981
Придурочный,Сидоров,1956,2.01693,103.609
Придурочный,Сидоров,1957,1.5636,56.4783
Придурочный,Сидоров,1958,1.86837,106.219
Придурочный,Сидоров,1959,1.51008,83.9099
Придурочный,Сидоров,1960,1.81342,117.504
Придурочный,Сидоров,1961,2.13785,110.351
Придурочный,Сидоров,1967,1.75626,119.595
Придурочный,Сидоров,1967,2.11876,52.5492
Придурочный,Сидоров,1969,1.8827,95.4922
Придурочный,Сидоров,1970,1.97749,93.9855
Придурочный,Сидоров,1971,1.7865,66.1062
Придурочный,Сидоров,1976,1.93478,117.01
Придурочный,Сидоров,1977,2.12015,60.6736
Придурочный,Сидоров,1979,1.59384,110.94
Придурочный,Сидоров,1981,1.58204,89.3408
Придурочный,Сидоров,1983,1.57245,78.2398
Придурочный,Сидоров,1984,1.98324,101.686
Придурочный,Сидоров,1986,1.59582,75.5325
Придурочный,Сидоров,1986,1.81349,83.4852
Придурочный,Сидоров,1988,1.5319,59.4619
Придурочный,Сидоров,1988,2.02108,55.4457
Придурочный,Сидоров,1988,2.12725,72.4254
Придурочный,Сидоров,1989,2.13777,119.19
Придурочный,Сидоров,1990,2.01882,116.887
Придурочный,Сидоров,1991,1.66284,92.0476
Придурочный,Сидоров,1992,1.66043,100.092
Придурочный,Сидоров,1993,1.82748,102.901
Придурочный,Сидоров,1995,1.63036,83.1909
Придурочный,Сидоров,1995,1.97433,102.651
Придурочный,Сидоров,1997,1.67952,71.6474
Придурочный,Сидоров,1999,1.79141,113.772
Придурочный,Сидоров,2009,1.97732,100.844
Придурочный,Сидоров,2009,2.19747,89.9627
Придурочный,Сидоров,2010,2.1008,94.3421
Придурочный,Сидоров,2012,1.57775,54.7527
Придурочный,Сидоров,2012,1.9215,66.6304
Придурочный,Сидоров,2016,1.78441,90.0377
Придурочный,Сидоров,2017,1.83043,80.5734
Придурочный,Сидоров,2017,2.1775,51.2304
Придурочный,Сидоров,2018,1.67957,77.9455
Придурочный,Сидоров,2019,1.94712,94.6965
Придурочный,Сидоров,2019,1.96513,71.0214
Придурочный,Сидоров,2020,1.55252,105.998
Придурочный,Смирнов,1950,1.60486,97.8954
Придурочный,Смирнов,1951,1.54502,75.5252
Придурочный,Смирнов,1951,1.99019,55.2856
Придурочный,Смирнов,1954,1.82084,104.387
Придурочный,Смирнов,1955,1.63085,52.2104
Придурочный,Смирнов,1956,1.56047,73.9252
Придурочный,Смирнов,1957,2.00811,80.3855
Придурочный,Смирнов,1960,1.52694,64.5167
Придурочный,Смирнов,1962,1.53076,95.3576
Придурочный,Смирнов,1962,1.56585,69.6588
Придурочный,Смирнов,1965,2.03894,82.7907
Придурочный,Смирнов,1966,1.90233,52.7217
Придурочный,Смирнов,1968,1.58213,55.0292
Придурочный,Смирнов,1969,1.63357,74.0929
Придурочный,Смирнов,1970,2.19476,119.588
Придурочный,Смирнов,1971,2.07742,54.1934
Придурочный,Смирнов,1973,1.92602,64.464
Придурочный,Смирнов,1976,1.58792,108.509
Придурочный,Смирнов,1976,1.75947,91.28
Придурочный,Смирнов,1980,1.99883,95.1375
Придурочный,Смирнов,1980,2.16107,111.323
Придурочный,Смирнов,1983,1.72854,111.324
Придурочный,Смирнов,1984,1.59471,104.554
Придурочный,Смирнов,1984,2.08892,90.9613
Придурочный,Смирнов,1987,2.17215,64.5116
Придурочный,Смирнов,1988,1.63074,54.7767
Придурочный,Смирнов,1988,1.97938,108.837
Придурочный,Смирнов,1990,2.10936,73.1965
Придурочный,Смирнов,1991,1.50992,87.2265
Придурочный,Смирнов,1992,1.69725,118.442
Придурочный,Смирнов,1992,1.78002,114.541
Придурочный,Смирнов,1993,1.78979,68.3489
Придурочный,Смирнов,1998,1.74903,73.9523
Придурочный,Смирнов,1998,1.95039,112.641
Придурочный,Смирнов,1999,1.8051,96.9559
Придурочный,Смирнов,2000,1.66533,78.8779
Придурочный,Смирнов,2001,2.0724,86.1718
Придурочный,Смирнов,2004,1.92764,92.9077
Придурочный,Смирнов,2005,2.12653,80.0659
Придурочный,Смирнов,2006,1.70362,96.1127
Придурочный,Смирнов,2007,1.55821,92.1833
Придурочный,Смирнов,2007,1.5652,103.603
Придурочный,Смирнов,2008,1.9504,75.3054
Придурочный,Смирнов,2008,2.02074,77.1923
Придурочный,Смирнов,2010,1.99959,104.185
Придурочный,Смирнов,2013,1.57165,63.562
Придурочный,Смирнов,2015,2.18232,88.1709
Придурочный,Смирнов,2016,1.64479,85.3264
Придурочный,Смирнов,2016,1.73209,78.4965
Придурочный,Смирнов,2017,1.66166,77.0905
Придурочный,Смирнов,2018,1.93424,60.5655
Придурочный,Смирнов,2018,2.04529,80.344
Придурочный,Смирнов,2020,1.61013,62.3399
Придурочный,Смирнов,2021,1.88975,64.4757
Придурочный,Фёдоров,1950,1.98842,100.647
Придурочный,Фёдоров,1951,1.81817,102.104
Придурочный,Фёдоров,1952,2.16407,82.5055
Придурочный,Фёдоров,1954,1.71905,119.735
Придурочный,Фёдоров,1955,1.76737,71.1691
Придурочный,Фёдоров,1957,2.0089,75.9334
Придурочный,Фёдоров,1961,1.78921,114.549
Придурочный,Фёдоров,1963,1.59613,113.502
Придурочный,Фёдоров,1963,2.01242,51.3037
Придурочный,Фёдоров,1964,1.72281,80.2458
Придурочный,Фёдоров,1964,1.95824,104.059
Придурочный,Фёдоров,1968,2.12345,79.762
Придурочный,Фёдоров,1969,1.65959,114.827
Придурочный,Фёдоров,1974,1.80606,55.5695
Придурочный,Фёдоров,1977,1.87566,102.025
Придурочный,Фёдоров,1978,2.19338,80.7236
Придурочный,Фёдоров,1979,2.091,76.15
Придурочный,Фёдоров,1982,1.68315,67.8612
Придурочный,Фёдоров,1982,2.00885,119.667
Придурочный,Фёдоров,1984,1.93002,110.912
Придурочный,Фёдоров,1985,1.97347,71.5576
Придурочный,Фёдоров,1985,2.1256,56.0472
Придурочный,Фёдоров,1988,1.67295,104.822
Придурочный,Фёдоров,1991,1.56344,60.4424
Придурочный,Фёдоров,1995,1.71275,96.6189
Придурочный,Фёдоров,1997,1.92567,89.0354
Придурочный,Фёдоров,1998,1.63666,58.2925
Придурочный,Фёдоров,2002,1.70646,78.6854
Придурочный,Фёдоров,2003,1.57517,61.3484
Придурочный,Фёдоров,2004,1.67629,99.3189
Придурочный,Фёдоров,2004,1.84816,51.5723
Придурочный,Фёдоров,2007,2.10612,87.2885
Придурочный,Фёдоров,2007,2.12585,78.11
Придурочный,Фёдоров,2008,1.89189,98.5636
Придурочный,Фёдоров,2008,1.95526,110.744
Придурочный,Фёдоров,2009,1.6852,60.848
Придурочный,Фёдоров,2012,1.92713,118.944
Придурочный,Фёдоров,2014,2.16084,101.368
Придурочный,Фёдоров,2018,2.03666,74.6907
Придурочный,Фёдоров,2018,2.09038,56.8556
Придурочный,Фёдоров,2019,1.99773,81.7364
Придурочный,Человек,1950,2.1288,51.8319
Придурочный,Человек,1951,1.79408,114.481
Придурочный,Человек,1952,1.81095,88.3574
Придурочный,Человек,1952,1.81913,71.2421
Придурочный,Человек,1953,1.80476,110.71
Придурочный,Человек,1954,1.65988,71.5465
Придурочный,Человек,1957,1.76989,113.288
Придурочный,Человек,1958,1.99515,115.414
Придурочный,Человек,1960,1.5186,61.7922
Придурочный,Человек,1960,1.78322,81.8974
Придурочный,Человек,1961,1.97767,84.0866
Придурочный,Человек,1962,1.97002,115.955
Придурочный,Человек,1963,1.60309,64.1577
Придурочный,Человек,1963,2.00896,66.7325
Придурочный,Человек,1963,2.03511,65.096
Придурочный,Человек,1965,1.51451,62.1611
Придурочный,Человек,1967,1.60205,53.8725
Придурочный,Человек,1967,1.83053,56.3005
Придурочный,Человек,1968,1.86782,57.5888
Придурочный,Человек,1971,1.82116,82.3069
Придурочный,Человек,1971,2.18391,116.967
Придурочный,Человек,1972,1.86616,85.2957
Придурочный,Человек,1973,1.94688,86.3759
Придурочный,Человек,1973,2.02924,117.78
Придурочный,Человек,1974,1.85183,96.4303
Придурочный,Человек,1976,1.85669,65.9489
Придурочный,Человек,1979,1.9556,107.145
Придурочный,Человек,1980,1.71736,83.5347
Придурочный,Человек,1981,1.58039,97.8189
Придурочный,Человек,1981,2.13037,96.6511
Придурочный,Человек,1982,1.69599,94.6986
Придурочный,Человек,1983,2.01462,55.7192
Придурочный,Человек,1986,1.69682,89.7192
Придурочный,Человек,1987,1.62021,106.166
Придурочный,Человек,1987,2.06176,114.437
Придурочный,Человек,1989,1.7304,79.6196
Придурочный,Человек,1990,1.5587,102.782
Придурочный,Человек,1990,1.79998,65.3404
Придурочный,Человек,1993,1.88243,81.9519
Придурочный,Человек,1994,1.57024,77.4181
Придурочный,Человек,1995,2.14352,90.2664
Придурочный,Человек,1995,2.1548,61.0495
Придурочный,Человек,1996,1.844,104.491
Придурочный,Человек,1997,1.9529,103.713
Придурочный,Человек,1998,1.78221,64.5972
Придурочный,Человек,1999,2.14738,56.2034
Придурочный,Человек,2000,2.15364,75.2672
Придурочный,Человек,2002,1.78085,97.7105
Придурочный,Человек,2002,2.04004,76.809
Придурочный,Человек,2003,1.86778,85.3881
Придурочный,Человек,2004,1.85514,64.6967
Придурочный,Человек,2007,1.64949,72.6021
Придурочный,Человек,2009,2.17323,105.747
Придурочный,Человек,2010,1.56072,104.982
Придурочный,Человек,2012,1.80369,70.5954
Придурочный,Человек,2012,1.8467,66.6164
Придурочный,Человек,2012,2.0781,119.662
Придурочный,Человек,2014,1.59983,65.8822
Придурочный,Человек,2014,1.85203,73.5828
Четтер,Васильев,1952,1.51908,87.093
Четтер,Васильев,1952,1.9758,77.4501
Четтер,Васильев,1954,2.0411,67.6994
Четтер,Васильев,1955,1.87307,70.9668
Четтер,Васильев,1957,1.69928,55.3416
Четтер,Васильев,1957,2.05093,92.9177
Четтер,Васильев,1959,1.60818,100.675
Четтер,Васильев,1959,1.99836,109.748
Четтер,Васильев,1962,2.13679,56.0807
Четтер,Васильев,1964,1.74256,69.5606
Четтер,Васильев,1966,1.98425,80.4085
Четтер,Васильев,1967,1.57256,62.3929
Четтер,Васильев,1973,1.96935,57.8907
Четтер,Васильев,1975,1.65101,111.87
Четтер,Васильев,1975,1.88278,82.9063
Четтер,Васильев,1976,1.59721,109.245
Четтер,Васильев,1976,1.63048,80.3844
Четтер,Васильев,1976,1.93937,50.8413
Четтер,Васильев,1977,1.73287,52.6026
Четтер,Васильев,1978,1.88128,68.7175
Четтер,Васильев,1980,1.83874,93.2812
Четтер,Васильев,1981,2.0712,119.213
Четтер,Васильев,1981,2.09303,106.813
Четтер,Васильев,1986,1.61489,63.9435
Четтер,Васильев,1986,1.80502,96.5659
Четтер,Васильев,1986,1.92653,116.085
Четтер,Васильев,1991,1.92967,107.741
Четтер,Васильев,1991,1.93647,79.042
Четтер,Васильев,1993,1.87538,55.1129
Четтер,Васильев,1993,2.11747,97.1906
Четтер,Васильев,1994,1.84118,53.7744
Четтер,Васильев,1995,2.06674,74.4104
Четтер,Васильев,1998,1.68915,72.6553
Четтер,Васильев,1998,1.84078,59.3109
Четтер,Васильев,1999,1.83322,111.989
Четтер,Васильев,2000,1.52627,86.2284
Четтер,Васильев,2003,2.08719,111.383
Четтер,Васильев,2004,2.07862,61.8813
Четтер,Васильев,2007,1.94537,83.3998
Четтер,Васильев,2007,2.02226,89.4459
Четтер,Васильев,2008,1.51051,56.7918
Четтер,Васильев,2008,1.71651,102.796
Четтер,Васильев,2008,1.94535,61.6442
Четтер,Васильев,2012,1.54845,108.612
Четтер,Васильев,2013,1.86523,96.3655
Четтер,Васильев,2014,1.57339,90.6072
Четтер,Васильев,2014,1.89305,96.3252
Четтер,Васильев,2016,1.60028,60.6481
Четтер,Васильев,2016,1.83113,103.396
Четтер,Васильев,2016,2.01398,116.76
Четтер,Васильев,2018,2.05397,114.387
Четтер,Васильев,2021,1.95059,54.503
Четтер,Васильев,2022,1.54445,56.8171
Четтер,Васильев,2022,2.19464,70.5664
Четтер,Васильев,2023,1.60512,71.1959
Четтер,Иванов,1950,1.75465,73.1983
Четтер,Иванов,1951,1.77,112.038
Четтер,Иванов,1953,1.66349,75.7934
Четтер,Иванов,1953,1.91516,75.4085
Четтер,Иванов,1954,1.6905,111.057
Четтер,Иванов,1957,1.81545,74.0367
Четтер,Иванов,1957,2.16465,57.4763
Четтер,Иванов,1958,1.97655,96.2872
Четтер,Иванов,1959,1.80742,62.1007
Четтер,Иванов,1961,2.07578,113.318
Четтер,Иванов,1963,1.95648,85.4156
Четтер,Иванов,1964,1.58249,110.733
Четтер,Иванов,1964,1.70218,67.8725
Четтер,Иванов,1966,2.01731,51.226
Четтер,Иванов,1966,2.13202,101.154
Четтер,Иванов,1967,1.70984,111.027
Четтер,Иванов,1967,2.11959,55.7966
Четтер,Иванов,1968,2.01898,88.3683
Четтер,Иванов,1972,1.89179,56.747
Четтер,Иванов,1975,1.71578,109.411
Четтер,Иванов,1975,1.93471,76.8352
Четтер,Иванов,1975,2.07894,63.7077
Четтер,Иванов,1977,1.53151,100.959
Четтер,Иванов,1979,2.04804,115.132
Четтер,Иванов,1980,1.56768,91.6289
Четтер,Иванов,1981,1.72925,80.2096
Четтер,Иванов,1983,2.04996,87.0382
Четтер,Иванов,1985,1.60468,91.1033
Четтер,Иванов,1985,1.7014,69.9462
Четтер,Иванов,1986,1.80395,73.8711
Четтер,Иванов,1986,1.88845,110.489
Четтер,Иванов,1988,1.69987,55.4781
Четтер,Иванов,1989,1.66061,116.598
Четтер,Иванов,1990,1.56825,72.655
Четтер,Иванов,1995,2.03867,101.796
Четтер,Иванов,1999,1.66153,99.476
Четтер,Иванов,2001,1.89401,50.0809
Четтер,Иванов,2002,1.82493,62.5165
Четтер,Иванов,2004,1.93846,78.5131
Четтер,Иванов,2005,2.04798,92.9081
Четтер,Иванов,2006,1.84346,59.5657
Четтер,Иванов,2006,1.99921,78.8612
Четтер,Иванов,2006,2.16432,102.443
Четтер,Иванов,2007,1.65938,119.421
Четтер,Иванов,2007,1.71621,62.9794
Четтер,Иванов,2007,1.83748,75.5931
Четтер,Иванов,2008,1.62074,106.452
Четтер,Иванов,2008,2.05448,52.8648
Четтер,Иванов,2010,1.5749,51.8537
Четтер,Иванов,2010,1.76062,99.0721
Четтер,Иванов,2010,1.85631,50.3118
Четтер,Иванов,2012,1.74688,55.3509
Четтер,Иванов,2015,1.65241,98.0096
Четтер,Иванов,2018,2.00067,116.445
Четтер,Иванов,2019,2.13062,112.476
Четтер,Иванов,2021,2.14514,114.615
Четтер,Иванов,2022,1.7825,88.3223
Четтер,Иванов,2022,2.04891,66.4631
Четтер,Иванов,2023,2.07219,62.2976
Четтер,Йоу,1950,1.97042,92.5294
Четтер,Йоу,1952,1.66386,64.3079
Четтер,Йоу,1953,2.11569,71.2931
Четтер,Йоу,1954,1.85531,59.5844
Четтер,Йоу,1955,1.92087,73.0902
Четтер,Йоу,1957,1.63654,68.2357
Четтер,Йоу,1960,1.64487,84.6001
Четтер,Йоу,1963,1.98846,70.8391
Четтер,Йоу,1964,1.6909,111.046
Четтер,Йоу,1964,1.9717,94.0931
Четтер,Йоу,1965,1.69848,62.3272
Четтер,Йоу,1967,1.57641,87.2423
Четтер,Йоу,1968,2.1027,69.8516
Четтер,Йоу,1969,1.59078,73.8792
Четтер,Йоу,1971,1.91237,53.9583
Четтер,Йоу,1972,1.68083,107.656
Четтер,Йоу,1973,2.18857,71.1378
Четтер,Йоу,1974,1.51884,102.606
Четтер,Йоу,1975,1.89366,97.1779
Четтер,Йоу,1976,1.5669,66.053
Четтер,Йоу,1976,1.6325,63.2935
Четтер,Йоу,1979,2.12007,100.091
Четтер,Йоу,1981,1.87802,52.6235
Четтер,Йоу,1981,2.04891,91.8554
Четтер,Йоу,1982,1.92999,90.4157
Четтер,Йоу,1985,1.79845,75.6755
Четтер,Йоу,1985,1.88267,96.3628
Четтер,Йоу,1986,1.85758,61.4035
Четтер,Йоу,1987,2.17369,62.3818
Четтер,Йоу,1988,1.8806,57.5644
Четтер,Йоу,1989,1.52033,117.393
Четтер,Йоу,1989,1.52551,85.2289
Четтер,Йоу,1996,1.90987,76.1164
Четтер,Йоу,1997,1.87961,76.5883
Четтер,Йоу,1997,1.95695,58.848
Четтер,Йоу,1999,1.89318,72.2447
Четтер,Йоу,2000,1.66999,70.5717
Четтер,Йоу,2002,1.51055,53.8033
Четтер,Йоу,2002,1.94026,107.416
Четтер,Йоу,2003,1.82471,87.2541
Четтер,Йоу,2003,1.95126,80.9935
Четтер,Йоу,2004,1.83343,114.733
Четтер,Йоу,2010,1.60239,112.481
Четтер,Йоу,2012,1.53909,56.7592
Четтер,Йоу,2012,1.57671,89.2141
Четтер,Йоу,2012,1.57736,50.3177
Четтер,Йоу,2012,2.01351,73.2208
Четтер,Йоу,2012,2.03617,50.6734
Четтер,Йоу,2015,2.13005,61.3062
Четтер,Йоу,2022,2.0402,112.088
Четтер,Кузнецов,1950,1.81729,85.7135
Четтер,Кузнецов,1950,2.17724,101.15
Четтер,Кузнецов,1956,2.07546,56.4539
Четтер,Кузнецов,1959,1.96068,114.789
Четтер,Кузнецов,1961,1.82978,68.4648
Четтер,Кузнецов,1961,1.88334,59.383
Четтер,Кузнецов,1961,1.88394,72.1493
Четтер,Кузнецов,1962,1.63531,74.6355
Четтер,Кузнецов,1962,1.68887,57.7682
Четтер,Кузнецов,1962,2.00365,118.07
Четтер,Кузнецов,1964,1.63286,106.382
Четтер,Кузнецов,1964,1.90038,71.8698
Четтер,Кузнецов,1965,2.03353,92.9199
Четтер,Кузнецов,1965,2.10146,91.6249
Четтер,Кузнецов,1966,1.7999,104.925
Четтер,Кузнецов,1966,2.1731,71.756
Четтер,Кузнецов,1967,1.57338,108.278
Четтер,Кузнецов,1967,1.9615,67.2758
Четтер,Кузнецов,1970,1.72085,66.4548
Четтер,Кузнецов,1970,2.08421,92.5698
Четтер,Кузнецов,1971,1.63658,101.349
Четтер,Кузнецов,1972,2.06255,95.6841
Четтер,Кузнецов,1977,2.18963,106.018
Четтер,Кузнецов,1978,2.09146,109.078
Четтер,Кузнецов,1978,2.19641,97.3132
Четтер,Кузнецов,1981,1.54631,82.4082
Четтер,Кузнецов,1981,1.95294,75.6805
Четтер,Кузнецов,1982,1.63446,119.83
Четтер,Кузнецов,1983,2.15866,82.6614
Четтер,Кузнецов,1985,1.57625,78.2703
Четтер,Кузнецов,1986,1.5117,78.7188
Четтер,Кузнецов,1986,1.85051,79.1004
Четтер,Кузнецов,1986,2.081,73.3561
Четтер,Кузнецов,1988,2.00859,98.2378
Четтер,Кузнецов,1988,2.09388,54.2838
Четтер,Кузнецов,1991,1.50261,84.1859
Четтер,Кузнецов,1993,1.6394,74.2915
Четтер,Кузнецов,1993,1.65219,115.62
Четтер,Кузнецов,1993,1.69605,85.1123
